"hugo_symbol","log2FoldChange"
"ARHGAP11A-SCG5",-0.318043446989375
"ARHGAP11B",-0.728775137991889
"ARHGAP11B-DT",-0.669550117227322
"ARHGAP12",0.0227090314154517
"ARHGAP15",-2.21773590478193
"ARHGAP15-AS1",0.552941716336194
"ARHGAP17",-1.55757431082939
"ARHGAP18",-2.621347354818
"ARHGAP19",-0.71213470940617
"ARHGAP21",-0.218585151888361
"ARHGAP22",1.89309402131125
"ARHGAP23",-1.90927115985
"ARHGAP24",2.48269162728353
"ARHGAP25",0.74347999516904
"ARHGAP26",-1.34254373473781
"ARHGAP27",-0.954859626429686
